TransactionID,ProductID,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
915,3041,2,Receipt,2025-09-17,149,130.28,19411.72,PO-8545,Purchase Order Receipt,71,220,warehouse2,Transaction processed for Backup location,system,2025-09-17
916,3102,2,Receipt,2025-11-19,34,169.82,5773.88,PO-6986,Purchase Order Receipt,81,115,warehouse2,Transaction processed for Backup location,system,2025-11-19
917,3051,1,Receipt,2025-07-19,180,215.27,38748.6,PO-3116,Purchase Order Receipt,50,230,system,Transaction processed for WH_100 location,system,2025-07-19
918,3033,1,Sale,2026-04-25,-44,419.49,18457.56,SO-86982,Customer Sale,155,111,warehouse1,Transaction processed for WH_100 location,system,2026-04-25
919,2012,1,Sale,2026-01-10,-50,312.61,15630.5,SO-35516,Customer Sale,70,20,warehouse1,Transaction processed for WH_100 location,system,2026-01-10
920,1553,1,Transfer,2026-01-04,-14,91.38,1279.32,TRF-3542,Warehouse Transfer,213,199,warehouse1,Transaction processed for WH_100 location,system,2026-01-04
921,3104,2,Adjustment,2025-08-06,-15,118.89,1783.35,ADJ-921,Cycle Count,126,111,warehouse2,Transaction processed for Backup location,system,2025-08-06
922,3102,1,Sale,2025-11-22,-23,173.13,3981.99,SO-23249,Customer Sale,149,126,warehouse1,Transaction processed for WH_100 location,system,2025-11-22
923,2021,1,Return,2026-03-24,4,57.05,228.2,RET-58704,Customer Return,81,85,system,Transaction processed for WH_100 location,system,2026-03-24
924,3092,1,Sale,2025-12-19,-15,540.11,8101.65,SO-28645,Customer Sale,280,265,system,Transaction processed for WH_100 location,system,2025-12-19
925,1561,2,Adjustment,2026-02-04,-7,82.06,574.42,ADJ-925,Cycle Count,92,85,system,Transaction processed for Backup location,system,2026-02-04
926,1553,1,Sale,2025-11-24,-25,91.38,2284.5,SO-65579,Customer Sale,172,147,system,Transaction processed for WH_100 location,system,2025-11-24
927,1552,2,Damage,2025-12-17,-7,58.45,409.15,DMG-927,Quality Issue,284,277,warehouse1,Transaction processed for WH_200 location,system,2025-12-17
928,1541,1,Sale,2026-01-28,-27,132.59,3579.93,SO-42263,Customer Sale,105,78,warehouse1,Transaction processed for WH_100 location,system,2026-01-28
929,3081,1,Transfer,2026-01-15,-23,58.16,1337.68,TRF-7507,Warehouse Transfer,23,0,system,Transaction processed for WH_100 location,system,2026-01-15
930,3042,1,Transfer,2025-07-16,-39,62.54,2439.06,TRF-8389,Warehouse Transfer,190,151,warehouse2,Transaction processed for WH_100 location,system,2025-07-16
931,2012,2,Sale,2026-03-28,-32,312.61,10003.52,SO-97921,Customer Sale,39,7,system,Transaction processed for Backup location,system,2026-03-28
932,1523,2,Return,2025-07-12,3,43.57,130.71,RET-21906,Customer Return,11,14,system,Transaction processed for WH_200 location,system,2025-07-12
933,2031,1,Sale,2025-11-25,-27,23.04,622.08,SO-68432,Customer Sale,27,0,warehouse1,Transaction processed for WH_100 location,system,2025-11-25
934,2061,1,Sale,2026-02-06,-45,25.72,1157.4,SO-50757,Customer Sale,96,51,system,Transaction processed for WH_100 location,system,2026-02-06
935,3012,1,Sale,2025-08-06,-22,659.11,14500.42,SO-73557,Customer Sale,196,174,warehouse1,Transaction processed for WH_100 location,system,2025-08-06
936,3072,1,Sale,2025-10-06,-50,10.7,535.0,SO-73024,Customer Sale,129,79,warehouse1,Transaction processed for WH_100 location,system,2025-10-06
937,1543,1,Sale,2026-04-05,-27,65.36,1764.72,SO-12640,Customer Sale,100,73,warehouse2,Transaction processed for WH_100 location,system,2026-04-05
938,2091,1,Receipt,2025-10-12,70,7.66,536.2,PO-9203,Purchase Order Receipt,52,122,warehouse1,Transaction processed for WH_100 location,system,2025-10-12
939,2051,1,Sale,2025-11-09,-31,16.44,509.64,SO-96116,Customer Sale,47,16,warehouse2,Transaction processed for WH_100 location,system,2025-11-09
940,1533,1,Damage,2025-08-22,-3,107.2,321.6,DMG-940,Shipping Damage,3,0,warehouse1,Transaction processed for WH_100 location,system,2025-08-22
941,3081,1,Sale,2025-07-08,-17,58.16,988.72,SO-34211,Customer Sale,117,100,warehouse1,Transaction processed for WH_100 location,system,2025-07-08
942,3104,2,Receipt,2026-01-11,13,121.71,1582.23,PO-8326,Purchase Order Receipt,135,148,warehouse2,Transaction processed for WH_200 location,system,2026-01-11
943,1561,2,Adjustment,2025-09-21,11,82.06,902.66,ADJ-943,Physical Count,68,79,warehouse2,Transaction processed for Backup location,system,2025-09-21
944,3101,1,Receipt,2026-03-21,140,119.7,16758.0,PO-3926,Purchase Order Receipt,108,248,warehouse2,Transaction processed for WH_100 location,system,2026-03-21
945,3091,2,Return,2025-09-30,3,365.55,1096.65,RET-90125,Customer Return,35,38,warehouse2,Transaction processed for WH_200 location,system,2025-09-30
946,1543,1,Sale,2026-03-21,-12,65.36,784.32,SO-79903,Customer Sale,60,48,warehouse2,Transaction processed for WH_100 location,system,2026-03-21
947,1563,1,Sale,2026-02-09,-45,70.33,3164.85,SO-44338,Customer Sale,100,55,warehouse1,Transaction processed for WH_100 location,system,2026-02-09
948,1521,2,Sale,2026-02-11,-23,122.8,2824.4,SO-37759,Customer Sale,23,0,warehouse2,Transaction processed for Backup location,system,2026-02-11
949,2012,1,Sale,2025-08-31,-25,312.61,7815.25,SO-79785,Customer Sale,33,8,system,Transaction processed for WH_100 location,system,2025-08-31
950,1581,1,Sale,2025-12-27,-10,48.56,485.6,SO-33544,Customer Sale,116,106,system,Transaction processed for WH_100 location,system,2025-12-27
951,3033,1,Sale,2026-01-05,-49,419.49,20555.01,SO-36510,Customer Sale,128,79,system,Transaction processed for WH_100 location,system,2026-01-05
952,3033,1,Receipt,2026-04-19,24,410.96,9863.04,PO-2035,Purchase Order Receipt,36,60,system,Transaction processed for WH_100 location,system,2026-04-19
953,3072,1,Transfer,2026-01-14,-14,10.7,149.8,TRF-3040,Warehouse Transfer,14,0,warehouse1,Transaction processed for WH_100 location,system,2026-01-14
954,2111,2,Sale,2025-12-18,-26,142.6,3707.6,SO-84147,Customer Sale,26,0,system,Transaction processed for WH_200 location,system,2025-12-18
955,3062,3,Receipt,2025-12-07,164,89.95,14751.8,PO-8219,Purchase Order Receipt,71,235,warehouse1,Transaction processed for WH_500 location,system,2025-12-07
956,1562,1,Damage,2026-03-27,-4,121.04,484.16,DMG-956,Warehouse Damage,22,18,system,Transaction processed for WH_100 location,system,2026-03-27
957,1522,2,Sale,2026-01-17,-45,163.1,7339.5,SO-65115,Customer Sale,107,62,system,Transaction processed for Backup location,system,2026-01-17
958,2051,1,Receipt,2025-12-13,154,16.39,2524.06,PO-9555,Purchase Order Receipt,96,250,warehouse1,Transaction processed for WH_100 location,system,2025-12-13
959,2111,2,Transfer,2025-09-17,-38,142.6,5418.8,TRF-2146,Warehouse Transfer,38,0,warehouse2,Transaction processed for WH_200 location,system,2025-09-17
960,2011,1,Receipt,2025-12-25,26,130.48,3392.48,PO-9000,Purchase Order Receipt,101,127,system,Transaction processed for WH_100 location,system,2025-12-25
961,1571,1,Receipt,2025-08-31,56,109.51,6132.56,PO-4115,Purchase Order Receipt,200,256,system,Transaction processed for WH_100 location,system,2025-08-31
962,1533,1,Sale,2026-02-21,-35,107.2,3752.0,SO-19002,Customer Sale,109,74,warehouse1,Transaction processed for WH_100 location,system,2026-02-21
963,2011,1,Receipt,2025-08-07,122,122.34,14925.48,PO-1545,Purchase Order Receipt,106,228,warehouse2,Transaction processed for WH_100 location,system,2025-08-07
964,3033,1,Receipt,2025-08-26,24,411.46,9875.04,PO-1656,Purchase Order Receipt,37,61,warehouse1,Transaction processed for WH_100 location,system,2025-08-26
965,3013,1,Receipt,2026-01-28,161,329.43,53038.23,PO-1349,Purchase Order Receipt,41,202,warehouse1,Transaction processed for WH_100 location,system,2026-01-28
966,3062,3,Sale,2025-10-20,-25,88.18,2204.5,SO-90278,Customer Sale,97,72,warehouse2,Transaction processed for WH_500 location,system,2025-10-20
967,2121,1,Receipt,2026-04-04,179,31.16,5577.64,PO-6811,Purchase Order Receipt,42,221,warehouse2,Transaction processed for WH_100 location,system,2026-04-04
968,2022,1,Sale,2025-11-20,-26,36.37,945.62,SO-94380,Customer Sale,26,0,system,Transaction processed for WH_100 location,system,2025-11-20
969,2081,2,Transfer,2026-02-10,-34,25.3,860.2,TRF-1974,Warehouse Transfer,34,0,warehouse1,Transaction processed for WH_200 location,system,2026-02-10
970,1553,1,Sale,2026-03-17,-39,91.38,3563.82,SO-60571,Customer Sale,174,135,warehouse2,Transaction processed for WH_100 location,system,2026-03-17
971,2012,2,Transfer,2025-07-28,-48,312.61,15005.28,TRF-8507,Warehouse Transfer,141,93,warehouse2,Transaction processed for Backup location,system,2025-07-28
972,3042,1,Sale,2025-12-25,-29,62.54,1813.66,SO-53934,Customer Sale,265,236,warehouse1,Transaction processed for WH_100 location,system,2025-12-25
973,3092,1,Sale,2025-10-17,-33,540.11,17823.63,SO-76151,Customer Sale,288,255,warehouse2,Transaction processed for WH_100 location,system,2025-10-17
974,3092,1,Sale,2026-02-12,-18,540.11,9721.98,SO-34382,Customer Sale,184,166,warehouse2,Transaction processed for WH_100 location,system,2026-02-12
975,1522,1,Transfer,2026-03-25,-5,163.1,815.5,TRF-2965,Warehouse Transfer,97,92,warehouse1,Transaction processed for WH_100 location,system,2026-03-25
976,3092,1,Sale,2025-11-17,-34,540.11,18363.74,SO-37318,Customer Sale,300,266,warehouse2,Transaction processed for WH_100 location,system,2025-11-17
977,3104,2,Sale,2026-04-04,-4,118.89,475.56,SO-11890,Customer Sale,163,159,system,Transaction processed for WH_200 location,system,2026-04-04
978,3033,1,Sale,2026-03-02,-15,419.49,6292.35,SO-90988,Customer Sale,61,46,warehouse2,Transaction processed for WH_100 location,system,2026-03-02
979,3103,2,Sale,2025-12-24,-47,180.33,8475.51,SO-82874,Customer Sale,67,20,system,Transaction processed for Backup location,system,2025-12-24
980,2041,1,Damage,2025-07-05,-6,44.39,266.34,DMG-980,Shipping Damage,29,23,system,Transaction processed for WH_100 location,system,2025-07-05
981,1522,1,Sale,2025-11-23,-28,163.1,4566.8,SO-69427,Customer Sale,123,95,warehouse1,Transaction processed for WH_100 location,system,2025-11-23
982,1551,1,Sale,2025-10-05,-7,67.04,469.28,SO-92379,Customer Sale,62,55,warehouse1,Transaction processed for WH_100 location,system,2025-10-05
983,3102,2,Sale,2025-12-12,-15,173.13,2596.95,SO-67249,Customer Sale,125,110,warehouse1,Transaction processed for Backup location,system,2025-12-12
984,3022,1,Adjustment,2026-03-22,-13,352.53,4582.89,ADJ-984,Cycle Count,125,112,warehouse2,Transaction processed for WH_100 location,system,2026-03-22
985,3013,1,Damage,2025-09-19,-6,344.68,2068.08,DMG-985,Warehouse Damage,81,75,warehouse2,Transaction processed for WH_100 location,system,2025-09-19
986,3052,2,Sale,2025-11-09,-28,115.25,3227.0,SO-86388,Customer Sale,28,0,system,Transaction processed for Backup location,system,2025-11-09
987,3033,1,Sale,2025-08-13,-10,419.49,4194.9,SO-35144,Customer Sale,10,0,system,Transaction processed for WH_100 location,system,2025-08-13
988,3013,1,Receipt,2025-07-02,190,346.14,65766.6,PO-4397,Purchase Order Receipt,71,261,system,Transaction processed for WH_100 location,system,2025-07-02
989,1522,1,Receipt,2025-07-31,49,163.52,8012.48,PO-1291,Purchase Order Receipt,68,117,warehouse1,Transaction processed for WH_100 location,system,2025-07-31
990,3032,1,Sale,2026-02-01,-3,240.85,722.55,SO-51966,Customer Sale,15,12,warehouse1,Transaction processed for WH_100 location,system,2026-02-01
991,1572,3,Transfer,2025-09-25,-8,222.59,1780.72,TRF-6222,Warehouse Transfer,140,132,system,Transaction processed for WH_500 location,system,2025-09-25
992,1523,2,Return,2025-10-29,5,43.57,217.85,RET-55022,Customer Return,168,173,warehouse1,Transaction processed for WH_200 location,system,2025-10-29
993,1543,1,Transfer,2025-10-07,-41,65.36,2679.76,TRF-4213,Warehouse Transfer,41,0,warehouse2,Transaction processed for WH_100 location,system,2025-10-07
994,3102,1,Sale,2026-03-29,-36,173.13,6232.68,SO-90454,Customer Sale,99,63,warehouse2,Transaction processed for WH_100 location,system,2026-03-29
995,3012,2,Transfer,2026-04-09,-46,659.11,30319.06,TRF-4276,Warehouse Transfer,118,72,warehouse1,Transaction processed for Backup location,system,2026-04-09
996,1552,2,Sale,2026-04-07,-12,58.45,701.4,SO-13252,Customer Sale,264,252,warehouse1,Transaction processed for WH_200 location,system,2026-04-07
997,3052,1,Sale,2025-07-29,-2,115.25,230.5,SO-84856,Customer Sale,41,39,warehouse2,Transaction processed for WH_100 location,system,2025-07-29
998,1553,2,Receipt,2025-09-12,21,95.39,2003.19,PO-3116,Purchase Order Receipt,115,136,warehouse2,Transaction processed for Backup location,system,2025-09-12
999,3092,1,Adjustment,2025-09-18,-2,540.11,1080.22,ADJ-999,System Correction,302,300,warehouse1,Transaction processed for WH_100 location,system,2025-09-18
1000,2041,1,Adjustment,2026-04-22,-9,44.39,399.51,ADJ-1000,Cycle Count,112,103,system,Transaction processed for WH_100 location,system,2026-04-22
1001,2071,1,Sale,2025-09-24,-17,21.94,372.98,SO-79385,Customer Sale,21,4,warehouse2,Transaction processed for WH_100 location,system,2025-09-24
1002,2012,1,Adjustment,2025-07-29,-14,312.61,4376.54,ADJ-1002,System Correction,14,0,warehouse1,Transaction processed for WH_100 location,system,2025-07-29
1003,2091,1,Receipt,2025-11-18,49,7.77,380.73,PO-2487,Purchase Order Receipt,23,72,warehouse2,Transaction processed for WH_100 location,system,2025-11-18
1004,1523,2,Receipt,2026-04-21,17,53.27,905.59,PO-1211,Purchase Order Receipt,21,38,warehouse2,Transaction processed for WH_200 location,system,2026-04-21
1005,2111,2,Receipt,2025-07-15,91,144.78,13174.98,PO-6858,Purchase Order Receipt,85,176,warehouse2,Transaction processed for WH_200 location,system,2025-07-15
1006,1572,3,Sale,2026-04-17,-40,222.59,8903.6,SO-38085,Customer Sale,270,230,system,Transaction processed for WH_500 location,system,2026-04-17
1007,3042,2,Sale,2025-07-04,-30,62.54,1876.2,SO-43157,Customer Sale,64,34,warehouse1,Transaction processed for Backup location,system,2025-07-04
1008,3053,1,Sale,2025-08-21,-21,180.15,3783.15,SO-81484,Customer Sale,64,43,system,Transaction processed for WH_100 location,system,2025-08-21
1009,1572,3,Sale,2026-03-22,-3,222.59,667.77,SO-54039,Customer Sale,260,257,warehouse1,Transaction processed for WH_500 location,system,2026-03-22
1010,3011,1,Receipt,2025-12-10,98,923.51,90503.98,PO-5969,Purchase Order Receipt,208,306,warehouse2,Transaction processed for WH_100 location,system,2025-12-10
1011,1511,2,Sale,2025-11-17,-17,321.96,5473.32,SO-17550,Customer Sale,44,27,warehouse1,Transaction processed for WH_200 location,system,2025-11-17
1012,3104,2,Sale,2025-09-23,-14,118.89,1664.46,SO-99490,Customer Sale,101,87,warehouse2,Transaction processed for Backup location,system,2025-09-23
1013,3102,2,Sale,2025-12-29,-28,173.13,4847.64,SO-66163,Customer Sale,74,46,warehouse2,Transaction processed for Backup location,system,2025-12-29
1014,1551,1,Sale,2025-08-15,-22,67.04,1474.88,SO-84239,Customer Sale,22,0,system,Transaction processed for WH_100 location,system,2025-08-15
1015,2091,1,Receipt,2025-11-16,67,8.02,537.34,PO-3857,Purchase Order Receipt,52,119,system,Transaction processed for WH_100 location,system,2025-11-16
1016,1541,1,Sale,2025-11-16,-24,132.59,3182.16,SO-54979,Customer Sale,145,121,warehouse1,Transaction processed for WH_100 location,system,2025-11-16
1017,2081,2,Adjustment,2025-08-21,8,25.3,202.4,ADJ-1017,Cycle Count,50,58,warehouse2,Transaction processed for WH_200 location,system,2025-08-21
1018,2012,2,Receipt,2025-10-02,77,321.16,24729.32,PO-6736,Purchase Order Receipt,32,109,system,Transaction processed for Backup location,system,2025-10-02
1019,3071,2,Sale,2025-11-22,-12,39.17,470.04,SO-70143,Customer Sale,35,23,warehouse2,Transaction processed for WH_200 location,system,2025-11-22
1020,1571,1,Receipt,2025-09-09,151,107.4,16217.4,PO-9635,Purchase Order Receipt,323,474,warehouse1,Transaction processed for WH_100 location,system,2025-09-09
1021,3102,1,Sale,2026-03-01,-46,173.13,7963.98,SO-61720,Customer Sale,138,92,system,Transaction processed for WH_100 location,system,2026-03-01
1022,1523,2,Sale,2026-02-03,-6,54.46,326.76,SO-49396,Customer Sale,177,171,warehouse2,Transaction processed for WH_200 location,system,2026-02-03
1023,3051,1,Sale,2026-02-07,-25,226.49,5662.25,SO-84302,Customer Sale,74,49,system,Transaction processed for WH_100 location,system,2026-02-07
1024,3052,2,Sale,2025-10-04,-46,115.25,5301.5,SO-14865,Customer Sale,93,47,system,Transaction processed for Backup location,system,2025-10-04
1025,1561,2,Transfer,2026-02-19,-26,82.06,2133.56,TRF-1429,Warehouse Transfer,26,0,warehouse2,Transaction processed for Backup location,system,2026-02-19
1026,3041,2,Receipt,2025-08-19,195,133.08,25950.6,PO-1407,Purchase Order Receipt,32,227,system,Transaction processed for Backup location,system,2025-08-19
1027,2111,2,Sale,2026-04-29,-33,142.6,4705.8,SO-17228,Customer Sale,35,2,warehouse2,Transaction processed for WH_200 location,system,2026-04-29
1028,3032,1,Sale,2026-02-17,-17,240.85,4094.45,SO-67005,Customer Sale,17,0,system,Transaction processed for WH_100 location,system,2026-02-17
1029,1551,2,Sale,2026-04-25,-8,67.04,536.32,SO-34531,Customer Sale,57,49,warehouse2,Transaction processed for Backup location,system,2026-04-25
1030,1552,2,Transfer,2025-12-06,-43,58.45,2513.35,TRF-7595,Warehouse Transfer,256,213,warehouse2,Transaction processed for WH_200 location,system,2025-12-06
1031,3012,1,Receipt,2025-08-12,137,690.85,94646.45,PO-4653,Purchase Order Receipt,262,399,warehouse1,Transaction processed for WH_100 location,system,2025-08-12
1032,3041,2,Receipt,2026-01-11,24,131.63,3159.12,PO-1573,Purchase Order Receipt,166,190,warehouse2,Transaction processed for WH_200 location,system,2026-01-11
1033,1581,1,Sale,2026-04-22,-7,48.56,339.92,SO-81741,Customer Sale,59,52,warehouse2,Transaction processed for WH_100 location,system,2026-04-22
1034,1511,2,Sale,2026-02-13,-19,321.96,6117.24,SO-78176,Customer Sale,146,127,warehouse2,Transaction processed for WH_200 location,system,2026-02-13
